text,label
"I like being the person who can check cables, versions, permissions, and logs without making it a big deal.",Technical
I like being the person who can write small scripts that save people time without making it a big deal.,Technical
I like being the person who can make the hardware and software behave predictably without making it a big deal.,Technical
I like being the person who can test the weird edge case before it breaks later without making it a big deal.,Technical
I debugged a Python script before the demo started.,Technical
I debugged a Python script during our lab session.,Technical
I debugged a Python script after the error kept repeating.,Technical
I connected the projector and audio setup before the demo started.,Technical
I connected the projector and audio setup during our lab session.,Technical
I connected the projector and audio setup after the error kept repeating.,Technical
I wrote a script to rename research image files before the demo started.,Technical
I wrote a script to rename research image files during our lab session.,Technical
I wrote a script to rename research image files after the error kept repeating.,Technical
I fixed the club website form permissions before the demo started.,Technical
I fixed the club website form permissions during our lab session.,Technical
I fixed the club website form permissions after the error kept repeating.,Technical
I wired an Arduino sensor before the demo started.,Technical
I wired an Arduino sensor during our lab session.,Technical
I wired an Arduino sensor after the error kept repeating.,Technical
I set up a GitHub repository before the demo started.,Technical
I set up a GitHub repository during our lab session.,Technical
I set up a GitHub repository after the error kept repeating.,Technical
I found the missing package version before the demo started.,Technical
I found the missing package version during our lab session.,Technical
I found the missing package version after the error kept repeating.,Technical
I configured the photo booth camera before the demo started.,Technical
I configured the photo booth camera during our lab session.,Technical
I configured the photo booth camera after the error kept repeating.,Technical
I cleaned a CSV file for our graph before the demo started.,Technical
I cleaned a CSV file for our graph during our lab session.,Technical
I cleaned a CSV file for our graph after the error kept repeating.,Technical
I documented the projector setup steps before the demo started.,Technical
I documented the projector setup steps during our lab session.,Technical
I documented the projector setup steps after the error kept repeating.,Technical
Iâ€™m the kind of student who likes to ask one more question until the topic opens up.,Curious
Iâ€™m the kind of student who likes to follow a random class fact into a late-night search.,Curious
Iâ€™m the kind of student who likes to learn how something works just because it caught my attention.,Curious
Iâ€™m the kind of student who likes to try a new club meeting to see what people are building.,Curious
Iâ€™m the kind of student who likes to dig into the why behind a rule or tradition.,Curious
Iâ€™m the kind of student who likes to wander through ideas until I find a surprising connection.,Curious
Iâ€™m the kind of student who likes to turn confusion into a reason to learn more.,Curious
I get weirdly motivated when I can ask one more question until the topic opens up.,Curious
I get weirdly motivated when I can follow a random class fact into a late-night search.,Curious
I get weirdly motivated when I can learn how something works just because it caught my attention.,Curious
I get weirdly motivated when I can try a new club meeting to see what people are building.,Curious
I get weirdly motivated when I can dig into the why behind a rule or tradition.,Curious
I get weirdly motivated when I can wander through ideas until I find a surprising connection.,Curious
I get weirdly motivated when I can turn confusion into a reason to learn more.,Curious
My friends know Iâ€™ll probably ask one more question until the topic opens up before I call it done.,Curious
My friends know Iâ€™ll probably follow a random class fact into a late-night search before I call it done.,Curious
My friends know Iâ€™ll probably learn how something works just because it caught my attention before I call it done.,Curious
My friends know Iâ€™ll probably try a new club meeting to see what people are building before I call it done.,Curious
My friends know Iâ€™ll probably dig into the why behind a rule or tradition before I call it done.,Curious
My friends know Iâ€™ll probably wander through ideas until I find a surprising connection before I call it done.,Curious
My friends know Iâ€™ll probably turn confusion into a reason to learn more before I call it done.,Curious
I feel most useful on campus when I can ask one more question until the topic opens up.,Curious
I feel most useful on campus when I can follow a random class fact into a late-night search.,Curious
I feel most useful on campus when I can learn how something works just because it caught my attention.,Curious
I feel most useful on campus when I can try a new club meeting to see what people are building.,Curious
I feel most useful on campus when I can dig into the why behind a rule or tradition.,Curious
I feel most useful on campus when I can wander through ideas until I find a surprising connection.,Curious
I feel most useful on campus when I can turn confusion into a reason to learn more.,Curious
Give me a free afternoon and Iâ€™ll usually ask one more question until the topic opens up.,Curious
Give me a free afternoon and Iâ€™ll usually follow a random class fact into a late-night search.,Curious
Give me a free afternoon and Iâ€™ll usually learn how something works just because it caught my attention.,Curious
Give me a free afternoon and Iâ€™ll usually try a new club meeting to see what people are building.,Curious
Give me a free afternoon and Iâ€™ll usually dig into the why behind a rule or tradition.,Curious
Give me a free afternoon and Iâ€™ll usually wander through ideas until I find a surprising connection.,Curious
Give me a free afternoon and Iâ€™ll usually turn confusion into a reason to learn more.,Curious
Iâ€™m happiest in college when I get to ask one more question until the topic opens up.,Curious
Iâ€™m happiest in college when I get to follow a random class fact into a late-night search.,Curious
Iâ€™m happiest in college when I get to learn how something works just because it caught my attention.,Curious
Iâ€™m happiest in college when I get to try a new club meeting to see what people are building.,Curious
Iâ€™m happiest in college when I get to dig into the why behind a rule or tradition.,Curious
Iâ€™m happiest in college when I get to wander through ideas until I find a surprising connection.,Curious
Iâ€™m happiest in college when I get to turn confusion into a reason to learn more.,Curious
I usually notice chances to ask one more question until the topic opens up around classes or clubs.,Curious
I usually notice chances to follow a random class fact into a late-night search around classes or clubs.,Curious
I usually notice chances to learn how something works just because it caught my attention around classes or clubs.,Curious
I usually notice chances to try a new club meeting to see what people are building around classes or clubs.,Curious
I usually notice chances to dig into the why behind a rule or tradition around classes or clubs.,Curious
I usually notice chances to wander through ideas until I find a surprising connection around classes or clubs.,Curious
I usually notice chances to turn confusion into a reason to learn more around classes or clubs.,Curious
Iâ€™m into situations where I can ask one more question until the topic opens up.,Curious
Iâ€™m into situations where I can follow a random class fact into a late-night search.,Curious
Iâ€™m into situations where I can learn how something works just because it caught my attention.,Curious
Iâ€™m into situations where I can try a new club meeting to see what people are building.,Curious
Iâ€™m into situations where I can dig into the why behind a rule or tradition.,Curious
Iâ€™m into situations where I can wander through ideas until I find a surprising connection.,Curious
Iâ€™m into situations where I can turn confusion into a reason to learn more.,Curious
"On a good weekend, Iâ€™ll find some reason to ask one more question until the topic opens up.",Curious
"On a good weekend, Iâ€™ll find some reason to follow a random class fact into a late-night search.",Curious
"On a good weekend, Iâ€™ll find some reason to learn how something works just because it caught my attention.",Curious
"On a good weekend, Iâ€™ll find some reason to try a new club meeting to see what people are building.",Curious
"On a good weekend, Iâ€™ll find some reason to dig into the why behind a rule or tradition.",Curious
"On a good weekend, Iâ€™ll find some reason to wander through ideas until I find a surprising connection.",Curious
"On a good weekend, Iâ€™ll find some reason to turn confusion into a reason to learn more.",Curious
I like being the person who can ask one more question until the topic opens up without making it a big deal.,Curious
I like being the person who can follow a random class fact into a late-night search without making it a big deal.,Curious
I like being the person who can learn how something works just because it caught my attention without making it a big deal.,Curious
I like being the person who can try a new club meeting to see what people are building without making it a big deal.,Curious
I like being the person who can dig into the why behind a rule or tradition without making it a big deal.,Curious
I like being the person who can wander through ideas until I find a surprising connection without making it a big deal.,Curious
I like being the person who can turn confusion into a reason to learn more without making it a big deal.,Curious
I asked my professor why the model failed after class ended.,Curious
I asked my professor why the model failed during a free afternoon.,Curious
I asked my professor why the model failed because the answer felt incomplete.,Curious
I visited a club meeting just to understand it after class ended.,Curious
I visited a club meeting just to understand it during a free afternoon.,Curious
I visited a club meeting just to understand it because the answer felt incomplete.,Curious
I followed a footnote into three more articles after class ended.,Curious
I followed a footnote into three more articles during a free afternoon.,Curious
I followed a footnote into three more articles because the answer felt incomplete.,Curious
I tested a random question from lecture after class ended.,Curious
I tested a random question from lecture during a free afternoon.,Curious
I tested a random question from lecture because the answer felt incomplete.,Curious
I interviewed an older student about their major path after class ended.,Curious
I interviewed an older student about their major path during a free afternoon.,Curious
I interviewed an older student about their major path because the answer felt incomplete.,Curious
I looked up the history of a campus tradition after class ended.,Curious
I looked up the history of a campus tradition during a free afternoon.,Curious
I looked up the history of a campus tradition because the answer felt incomplete.,Curious
I sat in on a workshop outside my major after class ended.,Curious
I sat in on a workshop outside my major during a free afternoon.,Curious
I sat in on a workshop outside my major because the answer felt incomplete.,Curious
I emailed a librarian about a source I did not understand after class ended.,Curious
I emailed a librarian about a source I did not understand during a free afternoon.,Curious
I emailed a librarian about a source I did not understand because the answer felt incomplete.,Curious
I tried a makerspace tool after watching someone use it after class ended.,Curious
I tried a makerspace tool after watching someone use it during a free afternoon.,Curious
I tried a makerspace tool after watching someone use it because the answer felt incomplete.,Curious
I kept asking why the experiment changed color after class ended.,Curious
I kept asking why the experiment changed color during a free afternoon.,Curious
I kept asking why the experiment changed color because the answer felt incomplete.,Curious
Iâ€™m the kind of student who likes to turn scattered plans into a checklist and calendar block.,Organized
"Iâ€™m the kind of student who likes to keep my notes, deadlines, and tabs in a system.",Organized
Iâ€™m the kind of student who likes to make a clean schedule before finals week gets wild.,Organized
Iâ€™m the kind of student who likes to label the shared folder so nobody loses files.,Organized
Iâ€™m the kind of student who likes to break big assignments into small dated steps.,Organized
Iâ€™m the kind of student who likes to keep club tasks in order before they pile up.,Organized
Iâ€™m the kind of student who likes to make the plan visible so everyone knows what is next.,Organized
I get weirdly motivated when I can turn scattered plans into a checklist and calendar block.,Organized
"I get weirdly motivated when I can keep my notes, deadlines, and tabs in a system.",Organized
I get weirdly motivated when I can make a clean schedule before finals week gets wild.,Organized
I get weirdly motivated when I can label the shared folder so nobody loses files.,Organized
I get weirdly motivated when I can break big assignments into small dated steps.,Organized
I get weirdly motivated when I can keep club tasks in order before they pile up.,Organized
I get weirdly motivated when I can make the plan visible so everyone knows what is next.,Organized
My friends know Iâ€™ll probably turn scattered plans into a checklist and calendar block before I call it done.,Organized
"My friends know Iâ€™ll probably keep my notes, deadlines, and tabs in a system before I call it done.",Organized
My friends know Iâ€™ll probably make a clean schedule before finals week gets wild before I call it done.,Organized
My friends know Iâ€™ll probably label the shared folder so nobody loses files before I call it done.,Organized
My friends know Iâ€™ll probably break big assignments into small dated steps before I call it done.,Organized
My friends know Iâ€™ll probably keep club tasks in order before they pile up before I call it done.,Organized
My friends know Iâ€™ll probably make the plan visible so everyone knows what is next before I call it done.,Organized
I feel most useful on campus when I can turn scattered plans into a checklist and calendar block.,Organized
"I feel most useful on campus when I can keep my notes, deadlines, and tabs in a system.",Organized
I feel most useful on campus when I can make a clean schedule before finals week gets wild.,Organized
I feel most useful on campus when I can label the shared folder so nobody loses files.,Organized
I feel most useful on campus when I can break big assignments into small dated steps.,Organized
I feel most useful on campus when I can keep club tasks in order before they pile up.,Organized
I feel most useful on campus when I can make the plan visible so everyone knows what is next.,Organized
Give me a free afternoon and Iâ€™ll usually turn scattered plans into a checklist and calendar block.,Organized
"Give me a free afternoon and Iâ€™ll usually keep my notes, deadlines, and tabs in a system.",Organized
Give me a free afternoon and Iâ€™ll usually make a clean schedule before finals week gets wild.,Organized
Give me a free afternoon and Iâ€™ll usually label the shared folder so nobody loses files.,Organized
Give me a free afternoon and Iâ€™ll usually break big assignments into small dated steps.,Organized
Give me a free afternoon and Iâ€™ll usually keep club tasks in order before they pile up.,Organized
Give me a free afternoon and Iâ€™ll usually make the plan visible so everyone knows what is next.,Organized
Iâ€™m happiest in college when I get to turn scattered plans into a checklist and calendar block.,Organized
"Iâ€™m happiest in college when I get to keep my notes, deadlines, and tabs in a system.",Organized
Iâ€™m happiest in college when I get to make a clean schedule before finals week gets wild.,Organized
Iâ€™m happiest in college when I get to label the shared folder so nobody loses files.,Organized
Iâ€™m happiest in college when I get to break big assignments into small dated steps.,Organized
Iâ€™m happiest in college when I get to keep club tasks in order before they pile up.,Organized
Iâ€™m happiest in college when I get to make the plan visible so everyone knows what is next.,Organized
I usually notice chances to turn scattered plans into a checklist and calendar block around classes or clubs.,Organized
"I usually notice chances to keep my notes, deadlines, and tabs in a system around classes or clubs.",Organized
I usually notice chances to make a clean schedule before finals week gets wild around classes or clubs.,Organized
I usually notice chances to label the shared folder so nobody loses files around classes or clubs.,Organized
I usually notice chances to break big assignments into small dated steps around classes or clubs.,Organized
I usually notice chances to keep club tasks in order before they pile up around classes or clubs.,Organized
I usually notice chances to make the plan visible so everyone knows what is next around classes or clubs.,Organized
Iâ€™m into situations where I can turn scattered plans into a checklist and calendar block.,Organized
"Iâ€™m into situations where I can keep my notes, deadlines, and tabs in a system.",Organized
Iâ€™m into situations where I can make a clean schedule before finals week gets wild.,Organized
Iâ€™m into situations where I can label the shared folder so nobody loses files.,Organized
Iâ€™m into situations where I can break big assignments into small dated steps.,Organized
Iâ€™m into situations where I can keep club tasks in order before they pile up.,Organized
Iâ€™m into situations where I can make the plan visible so everyone knows what is next.,Organized
"On a good weekend, Iâ€™ll find some reason to turn scattered plans into a checklist and calendar block.",Organized
"On a good weekend, Iâ€™ll find some reason to keep my notes, deadlines, and tabs in a system.",Organized
"On a good weekend, Iâ€™ll find some reason to make a clean schedule before finals week gets wild.",Organized
"On a good weekend, Iâ€™ll find some reason to label the shared folder so nobody loses files.",Organized
"On a good weekend, Iâ€™ll find some reason to break big assignments into small dated steps.",Organized
"On a good weekend, Iâ€™ll find some reason to keep club tasks in order before they pile up.",Organized
"On a good weekend, Iâ€™ll find some reason to make the plan visible so everyone knows what is next.",Organized
I like being the person who can turn scattered plans into a checklist and calendar block without making it a big deal.,Organized
"I like being the person who can keep my notes, deadlines, and tabs in a system without making it a big deal.",Organized
I like being the person who can make a clean schedule before finals week gets wild without making it a big deal.,Organized
I like being the person who can label the shared folder so nobody loses files without making it a big deal.,Organized
I like being the person who can break big assignments into small dated steps without making it a big deal.,Organized
I like being the person who can keep club tasks in order before they pile up without making it a big deal.,Organized
I like being the person who can make the plan visible so everyone knows what is next without making it a big deal.,Organized
I made a finals calendar with every exam block before the busy week started.,Organized
I made a finals calendar with every exam block for our clubâ€™s spring event.,Organized
I made a finals calendar with every exam block so nobody missed the next step.,Organized
I labeled the shared club folder before the busy week started.,Organized
I labeled the shared club folder for our clubâ€™s spring event.,Organized
I labeled the shared club folder so nobody missed the next step.,Organized
I created a packing checklist for the service trip before the busy week started.,Organized
I created a packing checklist for the service trip for our clubâ€™s spring event.,Organized
I created a packing checklist for the service trip so nobody missed the next step.,Organized
I sorted the event supplies by table number before the busy week started.,Organized
I sorted the event supplies by table number for our clubâ€™s spring event.,Organized
I sorted the event supplies by table number so nobody missed the next step.,Organized
I built a weekly homework tracker before the busy week started.,Organized
I built a weekly homework tracker for our clubâ€™s spring event.,Organized
I built a weekly homework tracker so nobody missed the next step.,Organized
I made a volunteer shift spreadsheet before the busy week started.,Organized
I made a volunteer shift spreadsheet for our clubâ€™s spring event.,Organized
I made a volunteer shift spreadsheet so nobody missed the next step.,Organized
I color-coded my lab notebook sections before the busy week started.,Organized
I color-coded my lab notebook sections for our clubâ€™s spring event.,Organized
I color-coded my lab notebook sections so nobody missed the next step.,Organized
I created a rehearsal schedule for the music group before the busy week started.,Organized
I created a rehearsal schedule for the music group for our clubâ€™s spring event.,Organized
I created a rehearsal schedule for the music group so nobody missed the next step.,Organized
I cleaned the meeting notes into action items before the busy week started.,Organized
I cleaned the meeting notes into action items for our clubâ€™s spring event.,Organized
I cleaned the meeting notes into action items so nobody missed the next step.,Organized
I set reminders for each application deadline before the busy week started.,Organized
I set reminders for each application deadline for our clubâ€™s spring event.,Organized
I set reminders for each application deadline so nobody missed the next step.,Organized
Iâ€™m the kind of student who likes to explain the idea clearly enough that the room follows.,Communicator
Iâ€™m the kind of student who likes to write the message so nobody has to guess what it means.,Communicator
Iâ€™m the kind of student who likes to translate complicated class material into plain language.,Communicator
Iâ€™m the kind of student who likes to speak up when the group needs a clear summary.,Communicator
Iâ€™m the kind of student who likes to make presentations feel simple instead of crowded.,Communicator
Iâ€™m the kind of student who likes to choose words that match the audience and moment.,Communicator
Iâ€™m the kind of student who likes to turn scattered thoughts into one clean point.,Communicator
I get weirdly motivated when I can explain the idea clearly enough that the room follows.,Communicator
I get weirdly motivated when I can write the message so nobody has to guess what it means.,Communicator
I get weirdly motivated when I can translate complicated class material into plain language.,Communicator
I get weirdly motivated when I can speak up when the group needs a clear summary.,Communicator
I get weirdly motivated when I can make presentations feel simple instead of crowded.,Communicator
I get weirdly motivated when I can choose words that match the audience and moment.,Communicator
I get weirdly motivated when I can turn scattered thoughts into one clean point.,Communicator
My friends know Iâ€™ll probably explain the idea clearly enough that the room follows before I call it done.,Communicator
My friends know Iâ€™ll probably write the message so nobody has to guess what it means before I call it done.,Communicator
My friends know Iâ€™ll probably translate complicated class material into plain language before I call it done.,Communicator
My friends know Iâ€™ll probably speak up when the group needs a clear summary before I call it done.,Communicator
My friends know Iâ€™ll probably make presentations feel simple instead of crowded before I call it done.,Communicator
My friends know Iâ€™ll probably choose words that match the audience and moment before I call it done.,Communicator
My friends know Iâ€™ll probably turn scattered thoughts into one clean point before I call it done.,Communicator
I feel most useful on campus when I can explain the idea clearly enough that the room follows.,Communicator
I feel most useful on campus when I can write the message so nobody has to guess what it means.,Communicator
I feel most useful on campus when I can translate complicated class material into plain language.,Communicator
I feel most useful on campus when I can speak up when the group needs a clear summary.,Communicator
I feel most useful on campus when I can make presentations feel simple instead of crowded.,Communicator
I feel most useful on campus when I can choose words that match the audience and moment.,Communicator
I feel most useful on campus when I can turn scattered thoughts into one clean point.,Communicator
Give me a free afternoon and Iâ€™ll usually explain the idea clearly enough that the room follows.,Communicator
Give me a free afternoon and Iâ€™ll usually write the message so nobody has to guess what it means.,Communicator
Give me a free afternoon and Iâ€™ll usually translate complicated class material into plain language.,Communicator
Give me a free afternoon and Iâ€™ll usually speak up when the group needs a clear summary.,Communicator
Give me a free afternoon and Iâ€™ll usually make presentations feel simple instead of crowded.,Communicator
Give me a free afternoon and Iâ€™ll usually choose words that match the audience and moment.,Communicator
Give me a free afternoon and Iâ€™ll usually turn scattered thoughts into one clean point.,Communicator
Iâ€™m happiest in college when I get to explain the idea clearly enough that the room follows.,Communicator
Iâ€™m happiest in college when I get to write the message so nobody has to guess what it means.,Communicator
Iâ€™m happiest in college when I get to translate complicated class material into plain language.,Communicator
Iâ€™m happiest in college when I get to speak up when the group needs a clear summary.,Communicator
Iâ€™m happiest in college when I get to make presentations feel simple instead of crowded.,Communicator
Iâ€™m happiest in college when I get to choose words that match the audience and moment.,Communicator
Iâ€™m happiest in college when I get to turn scattered thoughts into one clean point.,Communicator
I usually notice chances to explain the idea clearly enough that the room follows around classes or clubs.,Communicator
I usually notice chances to write the message so nobody has to guess what it means around classes or clubs.,Communicator
I usually notice chances to translate complicated class material into plain language around classes or clubs.,Communicator
I usually notice chances to speak up when the group needs a clear summary around classes or clubs.,Communicator
I usually notice chances to make presentations feel simple instead of crowded around classes or clubs.,Communicator
I usually notice chances to choose words that match the audience and moment around classes or clubs.,Communicator
I usually notice chances to turn scattered thoughts into one clean point around classes or clubs.,Communicator
Iâ€™m into situations where I can explain the idea clearly enough that the room follows.,Communicator
Iâ€™m into situations where I can write the message so nobody has to guess what it means.,Communicator
Iâ€™m into situations where I can translate complicated class material into plain language.,Communicator
Iâ€™m into situations where I can speak up when the group needs a clear summary.,Communicator
Iâ€™m into situations where I can make presentations feel simple instead of crowded.,Communicator
Iâ€™m into situations where I can choose words that match the audience and moment.,Communicator
Iâ€™m into situations where I can turn scattered thoughts into one clean point.,Communicator
"On a good weekend, Iâ€™ll find some reason to explain the idea clearly enough that the room follows.",Communicator
"On a good weekend, Iâ€™ll find some reason to write the message so nobody has to guess what it means.",Communicator
"On a good weekend, Iâ€™ll find some reason to translate complicated class material into plain language.",Communicator
"On a good weekend, Iâ€™ll find some reason to speak up when the group needs a clear summary.",Communicator
"On a good weekend, Iâ€™ll find some reason to make presentations feel simple instead of crowded.",Communicator
"On a good weekend, Iâ€™ll find some reason to choose words that match the audience and moment.",Communicator
"On a good weekend, Iâ€™ll find some reason to turn scattered thoughts into one clean point.",Communicator
I like being the person who can explain the idea clearly enough that the room follows without making it a big deal.,Communicator
I like being the person who can write the message so nobody has to guess what it means without making it a big deal.,Communicator
I like being the person who can translate complicated class material into plain language without making it a big deal.,Communicator
I like being the person who can speak up when the group needs a clear summary without making it a big deal.,Communicator
I like being the person who can make presentations feel simple instead of crowded without making it a big deal.,Communicator
I like being the person who can choose words that match the audience and moment without making it a big deal.,Communicator
I like being the person who can turn scattered thoughts into one clean point without making it a big deal.,Communicator
I explained our research poster to visitors during the campus event.,Communicator
I explained our research poster to visitors before the meeting ended.,Communicator
I explained our research poster to visitors so everyone understood the next step.,Communicator
I wrote the announcement email for the fundraiser during the campus event.,Communicator
I wrote the announcement email for the fundraiser before the meeting ended.,Communicator
I wrote the announcement email for the fundraiser so everyone understood the next step.,Communicator
I summarized the assignment instructions for my group during the campus event.,Communicator
I summarized the assignment instructions for my group before the meeting ended.,Communicator
I summarized the assignment instructions for my group so everyone understood the next step.,Communicator
I presented the data story in plain language during the campus event.,Communicator
I presented the data story in plain language before the meeting ended.,Communicator
I presented the data story in plain language so everyone understood the next step.,Communicator
I moderated the panel Q&A during the campus event.,Communicator
I moderated the panel Q&A before the meeting ended.,Communicator
I moderated the panel Q&A so everyone understood the next step.,Communicator
I rewrote the club bio so it sounded welcoming during the campus event.,Communicator
I rewrote the club bio so it sounded welcoming before the meeting ended.,Communicator
I rewrote the club bio so it sounded welcoming so everyone understood the next step.,Communicator
I gave the opening instructions at the workshop during the campus event.,Communicator
I gave the opening instructions at the workshop before the meeting ended.,Communicator
I gave the opening instructions at the workshop so everyone understood the next step.,Communicator
I clarified the lab procedure for my table during the campus event.,Communicator
I clarified the lab procedure for my table before the meeting ended.,Communicator
I clarified the lab procedure for my table so everyone understood the next step.,Communicator
I created a one-page guide for new volunteers during the campus event.,Communicator
I created a one-page guide for new volunteers before the meeting ended.,Communicator
I created a one-page guide for new volunteers so everyone understood the next step.,Communicator
I pitched our event idea to student activities during the campus event.,Communicator
I pitched our event idea to student activities before the meeting ended.,Communicator
I pitched our event idea to student activities so everyone understood the next step.,Communicator
Iâ€™m the kind of student who likes to dig through sources until the evidence is solid.,Researcher
"Iâ€™m the kind of student who likes to trace a question through articles, data, and notes.",Researcher
Iâ€™m the kind of student who likes to check methods before trusting a result.,Researcher
Iâ€™m the kind of student who likes to collect examples until a pattern is actually supported.,Researcher
Iâ€™m the kind of student who likes to follow citations when a claim sounds too easy.,Researcher
Iâ€™m the kind of student who likes to compare studies before deciding what the evidence means.,Researcher
Iâ€™m the kind of student who likes to build an answer from facts instead of guesses.,Researcher
I get weirdly motivated when I can dig through sources until the evidence is solid.,Researcher
"I get weirdly motivated when I can trace a question through articles, data, and notes.",Researcher
I get weirdly motivated when I can check methods before trusting a result.,Researcher
I get weirdly motivated when I can collect examples until a pattern is actually supported.,Researcher
I get weirdly motivated when I can follow citations when a claim sounds too easy.,Researcher
I get weirdly motivated when I can compare studies before deciding what the evidence means.,Researcher
I get weirdly motivated when I can build an answer from facts instead of guesses.,Researcher
My friends know Iâ€™ll probably dig through sources until the evidence is solid before I call it done.,Researcher
"My friends know Iâ€™ll probably trace a question through articles, data, and notes before I call it done.",Researcher
My friends know Iâ€™ll probably check methods before trusting a result before I call it done.,Researcher
My friends know Iâ€™ll probably collect examples until a pattern is actually supported before I call it done.,Researcher
My friends know Iâ€™ll probably follow citations when a claim sounds too easy before I call it done.,Researcher
My friends know Iâ€™ll probably compare studies before deciding what the evidence means before I call it done.,Researcher
My friends know Iâ€™ll probably build an answer from facts instead of guesses before I call it done.,Researcher
I feel most useful on campus when I can dig through sources until the evidence is solid.,Researcher
"I feel most useful on campus when I can trace a question through articles, data, and notes.",Researcher
I feel most useful on campus when I can check methods before trusting a result.,Researcher
I feel most useful on campus when I can collect examples until a pattern is actually supported.,Researcher
I feel most useful on campus when I can follow citations when a claim sounds too easy.,Researcher
I feel most useful on campus when I can compare studies before deciding what the evidence means.,Researcher
I feel most useful on campus when I can build an answer from facts instead of guesses.,Researcher
Give me a free afternoon and Iâ€™ll usually dig through sources until the evidence is solid.,Researcher
"Give me a free afternoon and Iâ€™ll usually trace a question through articles, data, and notes.",Researcher
Give me a free afternoon and Iâ€™ll usually check methods before trusting a result.,Researcher
Give me a free afternoon and Iâ€™ll usually collect examples until a pattern is actually supported.,Researcher
Give me a free afternoon and Iâ€™ll usually follow citations when a claim sounds too easy.,Researcher
Give me a free afternoon and Iâ€™ll usually compare studies before deciding what the evidence means.,Researcher
Give me a free afternoon and Iâ€™ll usually build an answer from facts instead of guesses.,Researcher
Iâ€™m happiest in college when I get to dig through sources until the evidence is solid.,Researcher
"Iâ€™m happiest in college when I get to trace a question through articles, data, and notes.",Researcher
Iâ€™m happiest in college when I get to check methods before trusting a result.,Researcher
Iâ€™m happiest in college when I get to collect examples until a pattern is actually supported.,Researcher
Iâ€™m happiest in college when I get to follow citations when a claim sounds too easy.,Researcher
Iâ€™m happiest in college when I get to compare studies before deciding what the evidence means.,Researcher
Iâ€™m happiest in college when I get to build an answer from facts instead of guesses.,Researcher
I usually notice chances to dig through sources until the evidence is solid around classes or clubs.,Researcher
"I usually notice chances to trace a question through articles, data, and notes around classes or clubs.",Researcher
I usually notice chances to check methods before trusting a result around classes or clubs.,Researcher
I usually notice chances to collect examples until a pattern is actually supported around classes or clubs.,Researcher
I usually notice chances to follow citations when a claim sounds too easy around classes or clubs.,Researcher
I usually notice chances to compare studies before deciding what the evidence means around classes or clubs.,Researcher
I usually notice chances to build an answer from facts instead of guesses around classes or clubs.,Researcher
Iâ€™m into situations where I can dig through sources until the evidence is solid.,Researcher
"Iâ€™m into situations where I can trace a question through articles, data, and notes.",Researcher
Iâ€™m into situations where I can check methods before trusting a result.,Researcher
Iâ€™m into situations where I can collect examples until a pattern is actually supported.,Researcher
Iâ€™m into situations where I can follow citations when a claim sounds too easy.,Researcher
Iâ€™m into situations where I can compare studies before deciding what the evidence means.,Researcher
Iâ€™m into situations where I can build an answer from facts instead of guesses.,Researcher
"On a good weekend, Iâ€™ll find some reason to dig through sources until the evidence is solid.",Researcher
"On a good weekend, Iâ€™ll find some reason to trace a question through articles, data, and notes.",Researcher
"On a good weekend, Iâ€™ll find some reason to check methods before trusting a result.",Researcher
"On a good weekend, Iâ€™ll find some reason to collect examples until a pattern is actually supported.",Researcher
"On a good weekend, Iâ€™ll find some reason to follow citations when a claim sounds too easy.",Researcher
"On a good weekend, Iâ€™ll find some reason to compare studies before deciding what the evidence means.",Researcher
"On a good weekend, Iâ€™ll find some reason to build an answer from facts instead of guesses.",Researcher
I like being the person who can dig through sources until the evidence is solid without making it a big deal.,Researcher
"I like being the person who can trace a question through articles, data, and notes without making it a big deal.",Researcher
I like being the person who can check methods before trusting a result without making it a big deal.,Researcher
I like being the person who can collect examples until a pattern is actually supported without making it a big deal.,Researcher
I like being the person who can follow citations when a claim sounds too easy without making it a big deal.,Researcher
I like being the person who can compare studies before deciding what the evidence means without making it a big deal.,Researcher
I like being the person who can build an answer from facts instead of guesses without making it a big deal.,Researcher
I searched the archive for primary sources for my seminar paper.,Researcher
I searched the archive for primary sources before trusting the claim.,Researcher
I searched the archive for primary sources during the lab block.,Researcher
I ran three trials for the lab experiment for my seminar paper.,Researcher
I ran three trials for the lab experiment before trusting the claim.,Researcher
I ran three trials for the lab experiment during the lab block.,Researcher
I compared articles before writing my literature review for my seminar paper.,Researcher
I compared articles before writing my literature review before trusting the claim.,Researcher
I compared articles before writing my literature review during the lab block.,Researcher
I tracked citations from one paper to the next for my seminar paper.,Researcher
I tracked citations from one paper to the next before trusting the claim.,Researcher
I tracked citations from one paper to the next during the lab block.,Researcher
I collected survey responses from students for my seminar paper.,Researcher
I collected survey responses from students before trusting the claim.,Researcher
I collected survey responses from students during the lab block.,Researcher
I checked the methods section before using a study for my seminar paper.,Researcher
I checked the methods section before using a study before trusting the claim.,Researcher
I checked the methods section before using a study during the lab block.,Researcher
I visited office hours to verify my source list for my seminar paper.,Researcher
I visited office hours to verify my source list before trusting the claim.,Researcher
I visited office hours to verify my source list during the lab block.,Researcher
I recorded observations during the field study for my seminar paper.,Researcher
I recorded observations during the field study before trusting the claim.,Researcher
I recorded observations during the field study during the lab block.,Researcher
I pulled data from public reports for my seminar paper.,Researcher
I pulled data from public reports before trusting the claim.,Researcher
I pulled data from public reports during the lab block.,Researcher
I built an annotated bibliography for my seminar paper.,Researcher
I built an annotated bibliography before trusting the claim.,Researcher
I built an annotated bibliography during the lab block.,Researcher
